	bin_id	CHROM	start	end	width
chr1:88075229-88284944	chr1:88075229-88284944	1	88075229	88284944	209715
chr1:88284944-88497189	chr1:88284944-88497189	1	88284944	88497189	212245
chr1:88497189-88711016	chr1:88497189-88711016	1	88497189	88711016	213827
chr1:88711016-88941106	chr1:88711016-88941106	1	88711016	88941106	230090
chr1:88941106-89176544	chr1:88941106-89176544	1	88941106	89176544	235438
chr1:89176544-89411495	chr1:89176544-89411495	1	89176544	89411495	234951
chr1:89411495-89640959	chr1:89411495-89640959	1	89411495	89640959	229464
chr1:89640959-89862637	chr1:89640959-89862637	1	89640959	89862637	221678
chr1:89862637-90083999	chr1:89862637-90083999	1	89862637	90083999	221362
chr1:90083999-90312540	chr1:90083999-90312540	1	90083999	90312540	228541
chr1:90312540-90522150	chr1:90312540-90522150	1	90312540	90522150	209610
chr1:90522150-90736781	chr1:90522150-90736781	1	90522150	90736781	214631
chr1:90736781-90952738	chr1:90736781-90952738	1	90736781	90952738	215957
chr1:90952738-91185166	chr1:90952738-91185166	1	90952738	91185166	232428
chr1:91185166-91438398	chr1:91185166-91438398	1	91185166	91438398	253232
chr1:91438398-91659746	chr1:91438398-91659746	1	91438398	91659746	221348
chr1:91659746-91877195	chr1:91659746-91877195	1	91659746	91877195	217449
chr1:91877195-92110011	chr1:91877195-92110011	1	91877195	92110011	232816
chr1:92110011-92342145	chr1:92110011-92342145	1	92110011	92342145	232134
chr1:92342145-92582895	chr1:92342145-92582895	1	92342145	92582895	240750
chr1:92582895-92824003	chr1:92582895-92824003	1	92582895	92824003	241108
chr1:92824003-93051176	chr1:92824003-93051176	1	92824003	93051176	227173
chr1:93051176-93273930	chr1:93051176-93273930	1	93051176	93273930	222754
chr1:93273930-93503510	chr1:93273930-93503510	1	93273930	93503510	229580
chr1:93503510-93721891	chr1:93503510-93721891	1	93503510	93721891	218381
chr1:93721891-93959195	chr1:93721891-93959195	1	93721891	93959195	237304
chr1:93959195-94173877	chr1:93959195-94173877	1	93959195	94173877	214682
chr1:94173877-94395435	chr1:94173877-94395435	1	94173877	94395435	221558
chr1:94395435-94619865	chr1:94395435-94619865	1	94395435	94619865	224430
chr1:94619865-94835732	chr1:94619865-94835732	1	94619865	94835732	215867
chr1:94835732-95051291	chr1:94835732-95051291	1	94835732	95051291	215559
chr1:95051291-95277904	chr1:95051291-95277904	1	95051291	95277904	226613
chr1:95277904-95494962	chr1:95277904-95494962	1	95277904	95494962	217058
chr1:95494962-95703585	chr1:95494962-95703585	1	95494962	95703585	208623
chr1:95703585-95915690	chr1:95703585-95915690	1	95703585	95915690	212105
chr1:95915690-96130330	chr1:95915690-96130330	1	95915690	96130330	214640
chr1:96130330-96353952	chr1:96130330-96353952	1	96130330	96353952	223622
chr1:96353952-96575849	chr1:96353952-96575849	1	96353952	96575849	221897
chr1:96575849-96805114	chr1:96575849-96805114	1	96575849	96805114	229265
chr1:96805114-97020061	chr1:96805114-97020061	1	96805114	97020061	214947
chr1:97020061-97228919	chr1:97020061-97228919	1	97020061	97228919	208858
chr1:97228919-97452591	chr1:97228919-97452591	1	97228919	97452591	223672
chr1:97452591-97663949	chr1:97452591-97663949	1	97452591	97663949	211358
chr1:97663949-97870488	chr1:97663949-97870488	1	97663949	97870488	206539
chr1:97870488-98074839	chr1:97870488-98074839	1	97870488	98074839	204351
chr1:98074839-98290020	chr1:98074839-98290020	1	98074839	98290020	215181
chr1:98290020-98497589	chr1:98290020-98497589	1	98290020	98497589	207569
chr1:98497589-98720135	chr1:98497589-98720135	1	98497589	98720135	222546
chr1:98720135-98936487	chr1:98720135-98936487	1	98720135	98936487	216352
chr1:98936487-99152441	chr1:98936487-99152441	1	98936487	99152441	215954
chr1:99152441-99371885	chr1:99152441-99371885	1	99152441	99371885	219444
chr1:99371885-99598181	chr1:99371885-99598181	1	99371885	99598181	226296
chr1:99598181-99814521	chr1:99598181-99814521	1	99598181	99814521	216340
chr1:99814521-100038888	chr1:99814521-100038888	1	99814521	100038888	224367
chr1:100038888-100263048	chr1:100038888-100263048	1	100038888	100263048	224160
chr1:100263048-100479752	chr1:100263048-100479752	1	100263048	100479752	216704
chr1:100479752-100710884	chr1:100479752-100710884	1	100479752	100710884	231132
chr1:100710884-100930007	chr1:100710884-100930007	1	100710884	100930007	219123
chr1:100930007-101145683	chr1:100930007-101145683	1	100930007	101145683	215676
chr1:101145683-101363050	chr1:101145683-101363050	1	101145683	101363050	217367
chr1:101363050-101577456	chr1:101363050-101577456	1	101363050	101577456	214406
chr1:101577456-101793614	chr1:101577456-101793614	1	101577456	101793614	216158
chr1:101793614-102000957	chr1:101793614-102000957	1	101793614	102000957	207343
chr1:102000957-102214987	chr1:102000957-102214987	1	102000957	102214987	214030
chr1:102214987-102432771	chr1:102214987-102432771	1	102214987	102432771	217784
chr1:102432771-102659015	chr1:102432771-102659015	1	102432771	102659015	226244
chr1:102659015-102883863	chr1:102659015-102883863	1	102659015	102883863	224848
chr1:102883863-103829338	chr1:102883863-103829338	1	102883863	103829338	945475
chr1:103829338-104047741	chr1:103829338-104047741	1	103829338	104047741	218403
chr1:104047741-104265349	chr1:104047741-104265349	1	104047741	104265349	217608
chr1:104265349-104485605	chr1:104265349-104485605	1	104265349	104485605	220256
chr1:104485605-104709789	chr1:104485605-104709789	1	104485605	104709789	224184
chr1:104709789-104942575	chr1:104709789-104942575	1	104709789	104942575	232786
chr1:104942575-105153238	chr1:104942575-105153238	1	104942575	105153238	210663
chr1:105153238-105375765	chr1:105153238-105375765	1	105153238	105375765	222527
chr1:105375765-105588691	chr1:105375765-105588691	1	105375765	105588691	212926
chr1:105588691-105803452	chr1:105588691-105803452	1	105588691	105803452	214761
chr1:105803452-106025160	chr1:105803452-106025160	1	105803452	106025160	221708
chr1:106025160-106240899	chr1:106025160-106240899	1	106025160	106240899	215739
chr1:106240899-106459323	chr1:106240899-106459323	1	106240899	106459323	218424
chr1:106459323-106675204	chr1:106459323-106675204	1	106459323	106675204	215881
chr1:106675204-106885026	chr1:106675204-106885026	1	106675204	106885026	209822
chr1:106885026-107100107	chr1:106885026-107100107	1	106885026	107100107	215081
chr1:107100107-107307938	chr1:107100107-107307938	1	107100107	107307938	207831
chr1:107307938-107512829	chr1:107307938-107512829	1	107307938	107512829	204891
chr1:107512829-107728221	chr1:107512829-107728221	1	107512829	107728221	215392
chr1:107728221-107942131	chr1:107728221-107942131	1	107728221	107942131	213910
chr1:107942131-108601511	chr1:107942131-108601511	1	107942131	108601511	659380
chr1:108601511-108819473	chr1:108601511-108819473	1	108601511	108819473	217962
chr1:108819473-109049087	chr1:108819473-109049087	1	108819473	109049087	229614
chr1:109049087-109280696	chr1:109049087-109280696	1	109049087	109280696	231609
chr1:109280696-109500052	chr1:109280696-109500052	1	109280696	109500052	219356
chr1:109500052-109738678	chr1:109500052-109738678	1	109500052	109738678	238626
chr1:109738678-109964685	chr1:109738678-109964685	1	109738678	109964685	226007
chr1:109964685-110172002	chr1:109964685-110172002	1	109964685	110172002	207317
chr1:110172002-110383382	chr1:110172002-110383382	1	110172002	110383382	211380
chr1:110383382-110594702	chr1:110383382-110594702	1	110383382	110594702	211320
chr1:110594702-110802908	chr1:110594702-110802908	1	110594702	110802908	208206
chr1:110802908-111026818	chr1:110802908-111026818	1	110802908	111026818	223910
chr1:111026818-111251378	chr1:111026818-111251378	1	111026818	111251378	224560
chr1:111251378-111476812	chr1:111251378-111476812	1	111251378	111476812	225434
chr1:111476812-111697035	chr1:111476812-111697035	1	111476812	111697035	220223
chr1:111697035-111902720	chr1:111697035-111902720	1	111697035	111902720	205685
chr1:111902720-112106813	chr1:111902720-112106813	1	111902720	112106813	204093
chr1:112106813-112343438	chr1:112106813-112343438	1	112106813	112343438	236625
chr1:112343438-112564006	chr1:112343438-112564006	1	112343438	112564006	220568
chr1:112564006-112796771	chr1:112564006-112796771	1	112564006	112796771	232765
chr1:112796771-113055562	chr1:112796771-113055562	1	112796771	113055562	258791
chr1:113055562-113284097	chr1:113055562-113284097	1	113055562	113284097	228535
chr1:113284097-113520679	chr1:113284097-113520679	1	113284097	113520679	236582
chr1:113520679-113752166	chr1:113520679-113752166	1	113520679	113752166	231487
chr1:113752166-113972000	chr1:113752166-113972000	1	113752166	113972000	219834
chr1:113972000-114188923	chr1:113972000-114188923	1	113972000	114188923	216923
chr1:114188923-114412694	chr1:114188923-114412694	1	114188923	114412694	223771
chr1:114412694-114636864	chr1:114412694-114636864	1	114412694	114636864	224170
chr1:114636864-114858966	chr1:114636864-114858966	1	114636864	114858966	222102
chr1:114858966-115087797	chr1:114858966-115087797	1	114858966	115087797	228831
chr1:115087797-115298237	chr1:115087797-115298237	1	115087797	115298237	210440
chr1:115298237-115511499	chr1:115298237-115511499	1	115298237	115511499	213262
chr1:115511499-115734313	chr1:115511499-115734313	1	115511499	115734313	222814
chr1:115734313-115947627	chr1:115734313-115947627	1	115734313	115947627	213314
chr1:115947627-116171919	chr1:115947627-116171919	1	115947627	116171919	224292
chr1:116171919-116382224	chr1:116171919-116382224	1	116171919	116382224	210305
chr1:116382224-116593361	chr1:116382224-116593361	1	116382224	116593361	211137
chr1:116593361-116845842	chr1:116593361-116845842	1	116593361	116845842	252481
chr1:116845842-117064605	chr1:116845842-117064605	1	116845842	117064605	218763
chr1:117064605-117286850	chr1:117064605-117286850	1	117064605	117286850	222245
chr1:117286850-117512220	chr1:117286850-117512220	1	117286850	117512220	225370
chr1:117512220-117728296	chr1:117512220-117728296	1	117512220	117728296	216076
chr1:117728296-117945245	chr1:117728296-117945245	1	117728296	117945245	216949
chr1:117945245-118156882	chr1:117945245-118156882	1	117945245	118156882	211637
chr1:118156882-118377918	chr1:118156882-118377918	1	118156882	118377918	221036
chr1:118377918-118607043	chr1:118377918-118607043	1	118377918	118607043	229125
chr1:118607043-118842234	chr1:118607043-118842234	1	118607043	118842234	235191
chr1:118842234-119061090	chr1:118842234-119061090	1	118842234	119061090	218856
chr1:119061090-119290318	chr1:119061090-119290318	1	119061090	119290318	229228
chr1:119290318-119512633	chr1:119290318-119512633	1	119290318	119512633	222315
chr1:119512633-119749033	chr1:119512633-119749033	1	119512633	119749033	236400
chr1:119749033-145914487	chr1:119749033-145914487	1	119749033	145914487	26165454
chr1:145914487-147248042	chr1:145914487-147248042	1	145914487	147248042	1333555
chr1:147248042-147495119	chr1:147248042-147495119	1	147248042	147495119	247077
chr1:147495119-149912326	chr1:147495119-149912326	1	147495119	149912326	2417207
chr1:149912326-150144266	chr1:149912326-150144266	1	149912326	150144266	231940
chr1:150144266-150387993	chr1:150144266-150387993	1	150144266	150387993	243727
chr1:150387993-150636358	chr1:150387993-150636358	1	150387993	150636358	248365
chr1:150636358-150879075	chr1:150636358-150879075	1	150636358	150879075	242717
chr1:150879075-151128105	chr1:150879075-151128105	1	150879075	151128105	249030
chr1:151128105-151368789	chr1:151128105-151368789	1	151128105	151368789	240684
chr1:151368789-151602464	chr1:151368789-151602464	1	151368789	151602464	233675
chr1:151602464-151825986	chr1:151602464-151825986	1	151602464	151825986	223522
chr1:151825986-152046119	chr1:151825986-152046119	1	151825986	152046119	220133
chr1:152046119-152280279	chr1:152046119-152280279	1	152046119	152280279	234160
chr1:152280279-152517159	chr1:152280279-152517159	1	152280279	152517159	236880
chr1:152517159-152739629	chr1:152517159-152739629	1	152517159	152739629	222470
chr1:152739629-152961365	chr1:152739629-152961365	1	152739629	152961365	221736
chr1:152961365-153187809	chr1:152961365-153187809	1	152961365	153187809	226444
chr1:153187809-153403713	chr1:153187809-153403713	1	153187809	153403713	215904
chr1:153403713-153641402	chr1:153403713-153641402	1	153403713	153641402	237689
chr1:153641402-153878377	chr1:153641402-153878377	1	153641402	153878377	236975
chr1:153878377-154134304	chr1:153878377-154134304	1	153878377	154134304	255927
chr1:154134304-154379780	chr1:154134304-154379780	1	154134304	154379780	245476
chr1:154379780-154607082	chr1:154379780-154607082	1	154379780	154607082	227302
chr1:154607082-154828346	chr1:154607082-154828346	1	154607082	154828346	221264
chr1:154828346-155048430	chr1:154828346-155048430	1	154828346	155048430	220084
chr1:155048430-155291599	chr1:155048430-155291599	1	155048430	155291599	243169
chr1:155291599-155532011	chr1:155291599-155532011	1	155291599	155532011	240412
chr1:155532011-155819060	chr1:155532011-155819060	1	155532011	155819060	287049
chr1:155819060-156064388	chr1:155819060-156064388	1	155819060	156064388	245328
chr1:156064388-156296652	chr1:156064388-156296652	1	156064388	156296652	232264
chr1:156296652-156524193	chr1:156296652-156524193	1	156296652	156524193	227541
chr1:156524193-156746257	chr1:156524193-156746257	1	156524193	156746257	222064
chr1:156746257-156962173	chr1:156746257-156962173	1	156746257	156962173	215916
chr1:156962173-157178251	chr1:156962173-157178251	1	156962173	157178251	216078
chr1:157178251-157417553	chr1:157178251-157417553	1	157178251	157417553	239302
chr1:157417553-157640868	chr1:157417553-157640868	1	157417553	157640868	223315
chr1:157640868-157856425	chr1:157640868-157856425	1	157640868	157856425	215557
chr1:157856425-158071726	chr1:157856425-158071726	1	157856425	158071726	215301
chr1:158071726-158311026	chr1:158071726-158311026	1	158071726	158311026	239300
chr1:158311026-158539792	chr1:158311026-158539792	1	158311026	158539792	228766
chr1:158539792-158750549	chr1:158539792-158750549	1	158539792	158750549	210757
chr1:158750549-158978332	chr1:158750549-158978332	1	158750549	158978332	227783
chr1:158978332-159198222	chr1:158978332-159198222	1	158978332	159198222	219890
chr1:159198222-159425163	chr1:159198222-159425163	1	159198222	159425163	226941
chr1:159425163-159660745	chr1:159425163-159660745	1	159425163	159660745	235582
chr1:159660745-159880829	chr1:159660745-159880829	1	159660745	159880829	220084
chr1:159880829-160089925	chr1:159880829-160089925	1	159880829	160089925	209096
chr1:160089925-160303931	chr1:160089925-160303931	1	160089925	160303931	214006
chr1:160303931-160532797	chr1:160303931-160532797	1	160303931	160532797	228866
chr1:160532797-160758712	chr1:160532797-160758712	1	160532797	160758712	225915
chr1:160758712-161001271	chr1:160758712-161001271	1	160758712	161001271	242559
chr1:161001271-161233148	chr1:161001271-161233148	1	161001271	161233148	231877
chr1:161233148-161845315	chr1:161233148-161845315	1	161233148	161845315	612167
chr1:161845315-162053934	chr1:161845315-162053934	1	161845315	162053934	208619
chr1:162053934-162265880	chr1:162053934-162265880	1	162053934	162265880	211946
chr1:162265880-162491307	chr1:162265880-162491307	1	162265880	162491307	225427
chr1:162491307-162709345	chr1:162491307-162709345	1	162491307	162709345	218038
chr1:162709345-162950154	chr1:162709345-162950154	1	162709345	162950154	240809
chr1:162950154-163163403	chr1:162950154-163163403	1	162950154	163163403	213249
chr1:163163403-163376515	chr1:163163403-163376515	1	163163403	163376515	213112
chr1:163376515-163586858	chr1:163376515-163586858	1	163376515	163586858	210343
chr1:163586858-163809284	chr1:163586858-163809284	1	163586858	163809284	222426
chr1:163809284-164028040	chr1:163809284-164028040	1	163809284	164028040	218756
chr1:164028040-164254747	chr1:164028040-164254747	1	164028040	164254747	226707
chr1:164254747-164473606	chr1:164254747-164473606	1	164254747	164473606	218859
chr1:164473606-164690252	chr1:164473606-164690252	1	164473606	164690252	216646
chr1:164690252-164895973	chr1:164690252-164895973	1	164690252	164895973	205721
chr1:164895973-165119714	chr1:164895973-165119714	1	164895973	165119714	223741
chr1:165119714-165325820	chr1:165119714-165325820	1	165119714	165325820	206106
chr1:165325820-165532033	chr1:165325820-165532033	1	165325820	165532033	206213
chr1:165532033-165752115	chr1:165532033-165752115	1	165532033	165752115	220082
chr1:165752115-165984515	chr1:165752115-165984515	1	165752115	165984515	232400
chr1:165984515-166198816	chr1:165984515-166198816	1	165984515	166198816	214301
chr1:166198816-166448876	chr1:166198816-166448876	1	166198816	166448876	250060
chr1:166448876-166673466	chr1:166448876-166673466	1	166448876	166673466	224590
chr1:166673466-166898377	chr1:166673466-166898377	1	166673466	166898377	224911
chr1:166898377-167106276	chr1:166898377-167106276	1	166898377	167106276	207899
chr1:167106276-167319495	chr1:167106276-167319495	1	167106276	167319495	213219
chr1:167319495-167534027	chr1:167319495-167534027	1	167319495	167534027	214532
chr1:167534027-167753922	chr1:167534027-167753922	1	167534027	167753922	219895
chr1:167753922-167980446	chr1:167753922-167980446	1	167753922	167980446	226524
chr1:167980446-168198476	chr1:167980446-168198476	1	167980446	168198476	218030
chr1:168198476-168421646	chr1:168198476-168421646	1	168198476	168421646	223170
chr1:168421646-168643984	chr1:168421646-168643984	1	168421646	168643984	222338
chr1:168643984-168861603	chr1:168643984-168861603	1	168643984	168861603	217619
chr1:168861603-169080284	chr1:168861603-169080284	1	168861603	169080284	218681
chr1:169080284-169304699	chr1:169080284-169304699	1	169080284	169304699	224415
chr1:169304699-169528654	chr1:169304699-169528654	1	169304699	169528654	223955
chr1:169528654-169751154	chr1:169528654-169751154	1	169528654	169751154	222500
chr1:169751154-169965421	chr1:169751154-169965421	1	169751154	169965421	214267
