gene	CHROM	gene_start	gene_end	gene_length	gene_ensembl
PLA2G2C	1	20161252	20186518	25266	ENSG00000187980
UBXN10	1	20186095	20196050	9955	ENSG00000162543
LINC01757	1	20243094	20244664	1570	ENSG00000228105
ENSG00000284710	1	20272017	20275005	2988	ENSG00000284710
VWA5B1	1	20290874	20359518	68644	ENSG00000158816
ENSG00000226664	1	20294210	20323187	28977	ENSG00000226664
LINC01141	1	20360578	20431234	70656	ENSG00000236963
ENSG00000226487	1	20412303	20413253	950	ENSG00000226487
ENSG00000284641	1	20476221	20478937	2716	ENSG00000284641
ENSG00000284743	1	20478778	20480397	1619	ENSG00000284743
CAMK2N1	1	20482390	20486210	3820	ENSG00000162545
ENSG00000289402	1	20486357	20487405	1048	ENSG00000289402
MUL1	1	20499447	20508151	8704	ENSG00000090432
FAM43B	1	20552572	20555020	2448	ENSG00000183114
CDA	1	20589085	20618903	29818	ENSG00000158825
PINK1	1	20633457	20651511	18054	ENSG00000158828
PINK1-AS	1	20642656	20652193	9537	ENSG00000117242
DDOST	1	20651766	20661544	9778	ENSG00000244038
KIF17	1	20664013	20718017	54004	ENSG00000117245
SH2D5	1	20719730	20732837	13107	ENSG00000189410
ENSG00000233069	1	20732879	20733952	1073	ENSG00000233069
HP1BP3	1	20740265	20787323	47058	ENSG00000127483
EIF4G3	1	20806291	21177285	370994	ENSG00000075151
ENSG00000287192	1	21177053	21178164	1111	ENSG00000287192
ECE1	1	21217246	21345572	128326	ENSG00000117298
ENSG00000236936	1	21266081	21267251	1170	ENSG00000236936
ECE1-AS1	1	21293289	21299874	6585	ENSG00000231105
ENSG00000236009	1	21415897	21417492	1595	ENSG00000236009
NBPF3	1	21440127	21485005	44878	ENSG00000142794
ALPL	1	21509396	21578410	69014	ENSG00000162551
ENSG00000289715	1	21547403	21554002	6599	ENSG00000289715
LINC02596	1	21586471	21591187	4716	ENSG00000233431
RAP1GAP	1	21596220	21669357	73137	ENSG00000076864
USP48	1	21678297	21783606	105309	ENSG00000090686
LDLRAD2	1	21812264	21825225	12961	ENSG00000187942
HSPG2	1	21822243	21937310	115067	ENSG00000142798
CELA3B	1	21977021	21998642	21621	ENSG00000219073
CELA3A	1	22001656	22012542	10886	ENSG00000142789
LINC01635	1	22023989	22026048	2059	ENSG00000228397
LINC00339	1	22024557	22031223	6666	ENSG00000218510
CDC42-AS1	1	22028316	22052927	24611	ENSG00000285752
CDC42	1	22052626	22101360	48734	ENSG00000070831
CDC42-IT1	1	22059196	22064199	5003	ENSG00000230068
WNT4	1	22117312	22143969	26657	ENSG00000162552
ENSG00000285873	1	22142849	22157401	14552	ENSG00000285873
ZBTB40	1	22428837	22531157	102320	ENSG00000184677
ZBTB40-IT1	1	22517473	22519708	2235	ENSG00000237200
EPHA8	1	22563488	22603595	40107	ENSG00000070886
C1QA	1	22635076	22639678	4602	ENSG00000173372
C1QC	1	22643013	22648110	5097	ENSG00000159189
C1QB	1	22652761	22661637	8876	ENSG00000173369
EPHB2	1	22710838	22921500	210662	ENSG00000133216
ENSG00000225952	1	22835712	22836849	1137	ENSG00000225952
LACTBL1	1	22953042	22972866	19824	ENSG00000215906
TEX46	1	23010833	23019100	8267	ENSG00000227868
KDM1A	1	23019442	23083689	64247	ENSG00000004487
ENSG00000240553	1	23020146	23088058	67912	ENSG00000240553
LUZP1	1	23084029	23177808	93779	ENSG00000169641
ENSG00000289014	1	23167097	23167889	792	ENSG00000289014
HTR1D	1	23191894	23217502	25608	ENSG00000179546
LINC01355	1	23281306	23287488	6182	ENSG00000261326
ENSG00000284726	1	23297796	23302866	5070	ENSG00000284726
HNRNPR	1	23303770	23344336	40566	ENSG00000125944
ZNF436	1	23359447	23369836	10389	ENSG00000125945
ZNF436-AS1	1	23368938	23371839	2901	ENSG00000249087
ENSG00000271420	1	23378379	23379029	650	ENSG00000271420
TCEA3	1	23380908	23424748	43840	ENSG00000204219
ASAP3	1	23428562	23484568	56006	ENSG00000088280
E2F2	1	23506437	23531233	24796	ENSG00000007968
ENSG00000235052	1	23549138	23550915	1777	ENSG00000235052
ID3	1	23557925	23559501	1576	ENSG00000117318
ENSG00000285802	1	23576435	23593621	17186	ENSG00000285802
MDS2	1	23581494	23640568	59074	ENSG00000197880
RPL11	1	23691741	23696835	5094	ENSG00000142676
ELOA-AS1	1	23706900	23778325	71425	ENSG00000236810
ELOA	1	23743447	23762059	18612	ENSG00000011007
PITHD1	1	23778417	23788232	9815	ENSG00000057757
ENSG00000289835	1	23790608	23793558	2950	ENSG00000289835
LYPLA2	1	23791144	23795539	4395	ENSG00000011009
GALE	1	23795598	23800781	5183	ENSG00000117308
HMGCL	1	23801884	23838620	36736	ENSG00000117305
FUCA1	1	23845076	23868290	23214	ENSG00000179163
CNR2	1	23870514	23913362	42848	ENSG00000188822
ENSG00000232557	1	23907110	23907885	775	ENSG00000232557
PNRC2	1	23956838	23963462	6624	ENSG00000189266
SRSF10	1	23964346	23980927	16581	ENSG00000188529
ENSG00000225315	1	24040834	24086799	45965	ENSG00000225315
MYOM3	1	24056034	24112135	56101	ENSG00000142661
MYOM3-AS1	1	24066773	24083565	16792	ENSG00000230703
IL22RA1	1	24119770	24143140	23370	ENSG00000142677
IFNLR1	1	24154167	24187959	33792	ENSG00000185436
GRHL3	1	24199557	24364482	164925	ENSG00000158055
LINC02800	1	24200239	24211693	11454	ENSG00000230023
GRHL3-AS1	1	24307555	24321901	14346	ENSG00000232298
STPG1	1	24356998	24416934	59936	ENSG00000001460
NIPAL3	1	24415801	24472976	57175	ENSG00000001461
ENSG00000288982	1	24476361	24476739	378	ENSG00000288982
RCAN3AS	1	24496253	24535400	39147	ENSG00000286061
RCAN3	1	24502350	24541040	38690	ENSG00000117602
NCMAP-DT	1	24538801	24556024	17223	ENSG00000264443
NCMAP	1	24556086	24609328	53242	ENSG00000184454
SRRM1	1	24631715	24673281	41566	ENSG00000133226
ENSG00000284699	1	24704893	24717596	12703	ENSG00000284699
CLIC4	1	24745381	24844321	98940	ENSG00000169504
RUNX3	1	24899510	24965121	65611	ENSG00000020633
RUNX3-AS1	1	24961344	24963097	1753	ENSG00000229162
ENSG00000261025	1	24968422	24970865	2443	ENSG00000261025
LINC02793	1	25041135	25047404	6269	ENSG00000285823
ENSG00000233755	1	25043706	25113120	69414	ENSG00000233755
ENSG00000231953	1	25208138	25209437	1299	ENSG00000231953
SYF2	1	25222275	25232502	10227	ENSG00000117614
ENSG00000284602	1	25232585	25234775	2190	ENSG00000284602
ENSG00000284657	1	25239493	25240253	760	ENSG00000284657
RSRP1	1	25242248	25338213	95965	ENSG00000117616
ENSG00000272432	1	25247836	25248321	485	ENSG00000272432
RHD	1	25272392	25330445	58053	ENSG00000187010
TMEM50A	1	25338316	25362361	24045	ENSG00000183726
RHCE	1	25362248	25430192	67944	ENSG00000188672
MACO1	1	25430857	25500209	69352	ENSG00000204178
LDLRAP1	1	25543605	25568886	25281	ENSG00000157978
ENSG00000225643	1	25581477	25590356	8879	ENSG00000225643
MAN1C1	1	25616790	25786206	169416	ENSG00000117643
ENSG00000233478	1	25644543	25659111	14568	ENSG00000233478
SELENON	1	25800192	25818221	18029	ENSG00000162430
ENSG00000228172	1	25816748	25820797	4049	ENSG00000228172
MTFR1L	1	25818639	25832942	14303	ENSG00000117640
ENSG00000272478	1	25831912	25832134	222	ENSG00000272478
AUNIP	1	25831912	25859458	27546	ENSG00000127423
ENSG00000236528	1	25859579	25863420	3841	ENSG00000236528
PAQR7	1	25861483	25875708	14225	ENSG00000182749
STMN1	1	25884180	25906991	22811	ENSG00000117632
PAFAH2	1	25959766	25998117	38351	ENSG00000158006
EXTL1	1	26019883	26036464	16581	ENSG00000158008
SLC30A2	1	26037251	26046118	8867	ENSG00000158014
ENSG00000284309	1	26046664	26049099	2435	ENSG00000284309
TRIM63	1	26051300	26068436	17136	ENSG00000158022
PDIK1L	1	26111164	26125555	14391	ENSG00000175087
FAM110D	1	26159078	26163962	4884	ENSG00000197245
C1orf232	1	26164100	26168963	4863	ENSG00000282872
ZNF593OS	1	26169515	26171832	2317	ENSG00000236782
ZNF593	1	26169907	26170873	966	ENSG00000142684
CNKSR1	1	26177483	26189884	12401	ENSG00000142675
CATSPER4	1	26190560	26202968	12408	ENSG00000188782
CEP85	1	26234199	26278808	44609	ENSG00000130695
SH3BGRL3	1	26280085	26281522	1437	ENSG00000142669
UBXN11	1	26281327	26318363	37036	ENSG00000158062
CD52	1	26317957	26320523	2566	ENSG00000169442
CRYBG2	1	26321697	26360080	38383	ENSG00000176092
ZNF683	1	26361633	26374522	12889	ENSG00000176083
LIN28A	1	26410816	26429728	18912	ENSG00000131914
DHDDS	1	26432281	26471306	39025	ENSG00000117682
DHDDS-AS1	1	26462755	26468014	5259	ENSG00000225891
HMGN2	1	26472439	26476642	4203	ENSG00000198830
RPS6KA1	1	26529760	26575030	45270	ENSG00000117676
ENSG00000289452	1	26620706	26620910	204	ENSG00000289452
ENSG00000260063	1	26692131	26694131	2000	ENSG00000260063
ENSG00000290006	1	26692585	26693046	461	ENSG00000290006
ARID1A	1	26693235	26782104	88869	ENSG00000117713
PIGV	1	26787053	26800659	13606	ENSG00000060642
ZDHHC18	1	26826687	26857604	30917	ENSG00000204160
SFN	1	26863148	26864456	1308	ENSG00000175793
GPN2	1	26876131	26890283	14152	ENSG00000142751
ENSG00000226698	1	26876132	26878245	2113	ENSG00000226698
ENSG00000289554	1	26881108	26882235	1127	ENSG00000289554
GPATCH3	1	26890487	26900467	9980	ENSG00000198746
NUDC	1	26900237	26946871	46634	ENSG00000090273
NR0B2	1	26911488	26913975	2487	ENSG00000131910
KDF1	1	26949561	26960468	10907	ENSG00000175707
TRNP1	1	26993691	27000886	7195	ENSG00000253368
TENT5B	1	27005019	27012850	7831	ENSG00000158246
SLC9A1	1	27098808	27166981	68173	ENSG00000090020
WDTC1-DT	1	27229105	27234352	5247	ENSG00000224311
WDTC1	1	27234631	27308636	74005	ENSG00000142784
TMEM222	1	27322144	27336400	14256	ENSG00000186501
SYTL1	1	27342019	27353937	11918	ENSG00000142765
MAP3K6	1	27355183	27366961	11778	ENSG00000142733
FCN3	1	27369109	27374824	5715	ENSG00000142748
CD164L2	1	27379175	27383333	4158	ENSG00000174950
GPR3	1	27392621	27395814	3193	ENSG00000181773
WASF2	1	27404229	27490167	85938	ENSG00000158195
ENSG00000241169	1	27457197	27459582	2385	ENSG00000241169
ENSG00000237429	1	27525804	27530561	4757	ENSG00000237429
AHDC1	1	27534034	27604431	70397	ENSG00000126705
FGR	1	27612063	27635185	23122	ENSG00000000938
LINC02574	1	27660327	27666279	5952	ENSG00000233975
IFI6	1	27666063	27672212	6149	ENSG00000126709
ENSG00000225886	1	27669467	27703063	33596	ENSG00000225886
ENSG00000287244	1	27724821	27725756	935	ENSG00000287244
FAM76A	1	27725960	27763116	37156	ENSG00000009780
STX12	1	27773218	27824443	51225	ENSG00000117758
ENSG00000269971	1	27773857	27774041	184	ENSG00000269971
ENSG00000270031	1	27819982	27820341	359	ENSG00000270031
ENSG00000286433	1	27827811	27831209	3398	ENSG00000286433
PPP1R8	1	27830781	27851676	20895	ENSG00000117751
THEMIS2	1	27872542	27886685	14143	ENSG00000130775
RPA2	1	27891523	27914746	23223	ENSG00000117748
SMPDL3B	1	27934999	27959157	24158	ENSG00000130768
ENSG00000227050	1	27938874	27960193	21319	ENSG00000227050
XKR8	1	27959587	27968093	8506	ENSG00000158156
EYA3	1	27970343	28088637	118294	ENSG00000158161
ENSG00000289576	1	28116811	28126939	10128	ENSG00000289576
PTAFR	1	28147165	28193936	46771	ENSG00000169403
DNAJC8	1	28199455	28233029	33574	ENSG00000126698
ENSG00000290123	1	28234079	28236439	2360	ENSG00000290123
ATP5IF1	1	28236108	28246906	10798	ENSG00000130770
ENSG00000270605	1	28239508	28241453	1945	ENSG00000270605
ENSG00000271398	1	28247143	28247568	425	ENSG00000271398
SESN2	1	28259517	28282491	22974	ENSG00000130766
MED18	1	28329001	28335965	6964	ENSG00000130772
PHACTR4	1	28369581	28500364	130783	ENSG00000204138
RCC1	1	28505942	28539300	33358	ENSG00000180198
SNHG3	1	28505979	28510892	4913	ENSG00000242125
TRNAU1AP	1	28553084	28578545	25461	ENSG00000180098
SNHG12	1	28578537	28583132	4595	ENSG00000197989
TAF12	1	28587828	28648291	60463	ENSG00000120656
RAB42	1	28592199	28595449	3250	ENSG00000188060
TAF12-DT	1	28643227	28648581	5354	ENSG00000229388
ENSG00000270103	1	28648599	28648730	131	ENSG00000270103
GMEB1	1	28668777	28719353	50576	ENSG00000162419
ENSG00000289291	1	28736043	28737670	1627	ENSG00000289291
YTHDF2	1	28736620	28769775	33155	ENSG00000198492
OPRD1	1	28812169	28871267	59098	ENSG00000116329
ENSG00000233427	1	28870482	28877336	6854	ENSG00000233427
EPB41	1	28887090	29120046	232956	ENSG00000159023
TMEM200B	1	29119428	29123903	4475	ENSG00000253304
ENSG00000225750	1	29144493	29146994	2501	ENSG00000225750
SRSF4	1	29147742	29181900	34158	ENSG00000116350
MECR	1	29192656	29230942	38286	ENSG00000116353
ENSG00000237934	1	29223932	29224816	884	ENSG00000237934
PTPRU	1	29236515	29326813	90298	ENSG00000060656
LINC01756	1	29329619	29350114	20495	ENSG00000230523
ENSG00000228176	1	29708850	29709547	697	ENSG00000228176
ENSG00000284676	1	29755174	29790597	35423	ENSG00000284676
LINC01648	1	30013951	30037612	23661	ENSG00000233399
ENSG00000233372	1	30140262	30141607	1345	ENSG00000233372
ENSG00000236335	1	30409559	30411638	2079	ENSG00000236335
ENSG00000231949	1	30415824	30421108	5284	ENSG00000231949
ENSG00000289710	1	30576654	30576825	171	ENSG00000289710
MATN1	1	30711276	30723585	12309	ENSG00000162510
MATN1-AS1	1	30718503	30726827	8324	ENSG00000186056
ENSG00000287510	1	30731692	30733427	1735	ENSG00000287510
LAPTM5	1	30732468	30757774	25306	ENSG00000162511
ENSG00000229607	1	30810377	30815553	5176	ENSG00000229607
LINC01778	1	30824216	30834864	10648	ENSG00000223382
ENSG00000235143	1	30858157	30860254	2097	ENSG00000235143
SDC3	1	30869465	30908758	39293	ENSG00000162512
PUM1	1	30931505	31065991	134486	ENSG00000134644
NKAIN1	1	31179744	31239887	60143	ENSG00000084628
SNRNP40	1	31259567	31296788	37221	ENSG00000060688
ZCCHC17	1	31296981	31364953	67972	ENSG00000121766
ENSG00000229044	1	31333066	31346799	13733	ENSG00000229044
FABP3	1	31365252	31376850	11598	ENSG00000121769
SERINC2	1	31409564	31434680	25116	ENSG00000168528
LINC01226	1	31506225	31583306	77081	ENSG00000284543
ENSG00000229167	1	31571584	31577898	6314	ENSG00000229167
TINAGL1	1	31576484	31587686	11202	ENSG00000142910
HCRTR1	1	31617685	31632518	14833	ENSG00000121764
PEF1	1	31629865	31644896	15031	ENSG00000162517
PEF1-AS1	1	31644048	31660162	16114	ENSG00000235790
ENSG00000264078	1	31644693	31649371	4678	ENSG00000264078
COL16A1	1	31652262	31704319	52057	ENSG00000084636
ADGRB2	1	31727116	31764893	37777	ENSG00000121753
ENSG00000254545	1	31789129	31791322	2193	ENSG00000254545
SPOCD1	1	31790421	31816022	25601	ENSG00000134668
ENSG00000203620	1	31842018	31855568	13550	ENSG00000203620
ENSG00000269967	1	31851912	31921841	69929	ENSG00000269967
PTP4A2	1	31906420	31944856	38436	ENSG00000184007
ENSG00000288678	1	31919562	31938010	18448	ENSG00000288678
ENSG00000228634	1	31933019	31933975	956	ENSG00000228634
ENSG00000284702	1	31972188	31987034	14846	ENSG00000284702
KHDRBS1	1	32013867	32060850	46983	ENSG00000121774
ENSG00000203325	1	32052290	32073474	21184	ENSG00000203325
TMEM39B	1	32072030	32102866	30836	ENSG00000121775
KPNA6	1	32108055	32176563	68508	ENSG00000025800
ENSG00000250135	1	32170732	32176568	5836	ENSG00000250135
TXLNA	1	32179674	32198285	18611	ENSG00000084652
CCDC28B	1	32200594	32205453	4859	ENSG00000160050
ENSG00000224066	1	32204768	32206814	2046	ENSG00000224066
IQCC	1	32205670	32208682	3012	ENSG00000160051
DCDC2B	1	32209088	32216192	7104	ENSG00000222046
TMEM234	1	32214471	32222359	7888	ENSG00000160055
EIF3I	1	32221076	32245397	24321	ENSG00000084623
ENSG00000291132	1	32231655	32241710	10055	ENSG00000291132
ENSG00000290045	1	32240525	32241904	1379	ENSG00000290045
FAM167B	1	32247221	32248856	1635	ENSG00000183615
LCK	1	32251243	32286165	34922	ENSG00000182866
HDAC1	1	32292082	32333635	41553	ENSG00000116478
MARCKSL1	1	32333838	32336233	2395	ENSG00000175130
ENSG00000233775	1	32349193	32350663	1470	ENSG00000233775
TSSK3	1	32351520	32364312	12792	ENSG00000162526
FAM229A	1	32361269	32364278	3009	ENSG00000225828
BSDC1	1	32364632	32394731	30099	ENSG00000160058
ZBTB8B	1	32465071	32496686	31615	ENSG00000273274
ZBTB8A	1	32539426	32605941	66515	ENSG00000160062
ZBTB8OS	1	32600171	32650903	50732	ENSG00000176261
RBBP4	1	32651141	32686211	35070	ENSG00000162521
SYNC	1	32679905	32703596	23691	ENSG00000162520
ENSG00000224409	1	32717733	32725237	7504	ENSG00000224409
KIAA1522	1	32741829	32774970	33141	ENSG00000162522
YARS1	1	32775236	32818031	42795	ENSG00000134684
S100PBP	1	32816766	32858875	42109	ENSG00000116497
FNDC5	1	32862267	32872482	10215	ENSG00000160097
HPCA	1	32885993	32898441	12448	ENSG00000121905
TMEM54	1	32894593	32901438	6845	ENSG00000121900
ENSG00000287691	1	32925453	32951638	26185	ENSG00000287691
RNF19B	1	32936444	32964809	28365	ENSG00000116514
ENSG00000236065	1	32987074	33032469	45395	ENSG00000236065
AK2	1	33007985	33080996	73011	ENSG00000004455
AZIN2	1	33081103	33123492	42389	ENSG00000142920
TRIM62	1	33145398	33182059	36661	ENSG00000116525
ENSG00000284721	1	33194787	33200353	5566	ENSG00000284721
ZNF362	1	33256491	33300719	44228	ENSG00000160094
ENSG00000270115	1	33261211	33261680	469	ENSG00000270115
A3GALT2	1	33306765	33321098	14333	ENSG00000184389
ENSG00000225313	1	33307347	33349245	41898	ENSG00000225313
PHC2	1	33323622	33431095	107473	ENSG00000134686
PHC2-AS1	1	33350351	33363245	12894	ENSG00000233246
ZSCAN20	1	33472644	33501643	28999	ENSG00000121903
CSMD2	1	33513997	34165842	651845	ENSG00000121904
HMGB4	1	33860474	33864791	4317	ENSG00000176256
CSMD2-AS1	1	33868952	33893726	24774	ENSG00000231163
C1orf94	1	34166882	34219131	52249	ENSG00000142698
ENSG00000287703	1	34640156	34685732	45576	ENSG00000287703
SMIM12	1	34712736	34859755	147019	ENSG00000163866
GJB5	1	34755046	34758512	3466	ENSG00000189280
GJB4	1	34759739	34762327	2588	ENSG00000189433
ENSG00000255811	1	34761425	34788097	26672	ENSG00000255811
GJB3	1	34781213	34786369	5156	ENSG00000188910
GJA4	1	34792998	34795747	2749	ENSG00000187513
ENSG00000230163	1	34850693	34851555	862	ENSG00000230163
DLGAP3	1	34865435	34929650	64215	ENSG00000116544
TMEM35B	1	34981379	34985347	3968	ENSG00000243749
ZMYM6	1	34986164	35031945	45781	ENSG00000163867
ZMYM1	1	35032171	35115859	83688	ENSG00000197056
ENSG00000284640	1	35141514	35146435	4921	ENSG00000284640
SFPQ	1	35176377	35193446	17069	ENSG00000116560
ZMYM4	1	35268708	35422058	153350	ENSG00000146463
ZMYM4-AS1	1	35358821	35366077	7256	ENSG00000227409
KIAA0319L	1	35393882	35557950	164068	ENSG00000142687
NCDN	1	35557472	35567274	9802	ENSG00000020129
TFAP2E-AS1	1	35569806	35577779	7973	ENSG00000239636
TFAP2E	1	35573313	35595328	22015	ENSG00000116819
PSMB2	1	35599540	35641526	41986	ENSG00000126067
C1orf216	1	35713876	35718894	5018	ENSG00000142686
CLSPN	1	35720217	35769978	49761	ENSG00000092853
ENSG00000232335	1	35739388	35743576	4188	ENSG00000232335
AGO4	1	35808015	35857890	49875	ENSG00000134698
AGO1	1	35869807	35930532	60725	ENSG00000092847
ENSG00000286899	1	35908979	35910872	1893	ENSG00000286899
ENSG00000271914	1	35929719	35930115	396	ENSG00000271914
AGO3	1	35930717	36072500	141783	ENSG00000126070
ENSG00000271554	1	35992108	36013630	21522	ENSG00000271554
TEKT2	1	36084093	36088275	4182	ENSG00000092850
ADPRS	1	36088891	36093932	5041	ENSG00000116863
COL8A2	1	36095238	36125222	29984	ENSG00000171812
TRAPPC3	1	36136569	36156053	19484	ENSG00000054116
MAP7D1	1	36155578	36180849	25271	ENSG00000116871
THRAP3	1	36224431	36305357	80926	ENSG00000054118
SH3D21	1	36306367	36329340	22973	ENSG00000214193
EVA1B	1	36322029	36324154	2125	ENSG00000142694
ENSG00000286379	1	36329629	36335406	5777	ENSG00000286379
STK40	1	36339623	36385924	46301	ENSG00000196182
LSM10	1	36391237	36397908	6671	ENSG00000181817
OSCP1	1	36415826	36450451	34625	ENSG00000116885
MRPS15	1	36455717	36464384	8667	ENSG00000116898
CSF3R	1	36466042	36483278	17236	ENSG00000119535
ENSG00000284705	1	36703952	36710582	6630	ENSG00000284705
ENSG00000284720	1	36768121	36769725	1604	ENSG00000284720
ENSG00000234481	1	36769811	36775768	5957	ENSG00000234481
GRIK3	1	36795526	37034515	238989	ENSG00000163873
ENSG00000284650	1	37133488	37136146	2658	ENSG00000284650
ENSG00000223944	1	37154760	37325100	170340	ENSG00000223944
ZC3H12A-DT	1	37350933	37474432	123499	ENSG00000233621
ZC3H12A	1	37474579	37484377	9798	ENSG00000163874
MEAF6	1	37489992	37514766	24774	ENSG00000163875
SNIP1	1	37534448	37554293	19845	ENSG00000163877
DNALI1	1	37556918	37566857	9939	ENSG00000163879
GNL2	1	37566815	37595937	29122	ENSG00000134697
ENSG00000284748	1	37596125	37607336	11211	ENSG00000284748
RSPO1	1	37611349	37634892	23543	ENSG00000169218
C1orf109	1	37681569	37692249	10680	ENSG00000116922
CDCA8	1	37692480	37709719	17239	ENSG00000134690
EPHA10	1	37713879	37765133	51254	ENSG00000183317
MANEAL	1	37793846	37801137	7291	ENSG00000185090
ENSG00000233728	1	37799719	37800879	1160	ENSG00000233728
YRDC	1	37802944	37808208	5264	ENSG00000196449
C1orf122	1	37806978	37809454	2476	ENSG00000197982
MTF1	1	37809573	37859592	50019	ENSG00000188786
ENSG00000230955	1	37860696	37861580	884	ENSG00000230955
INPP5B	1	37860696	37947053	86357	ENSG00000204084
SF3A3	1	37956974	37990075	33101	ENSG00000183431
FHL3	1	37996769	38005606	8837	ENSG00000183386
UTP11	1	38009257	38024820	15563	ENSG00000183520
POU3F1	1	38043828	38046793	2965	ENSG00000185668
MIR3659HG	1	38047313	38119025	71712	ENSG00000224592
LINC02786	1	38129463	38140593	11130	ENSG00000284623
ENSG00000286552	1	38149543	38162545	13002	ENSG00000286552
ENSG00000287987	1	38193618	38210340	16722	ENSG00000287987
LINC01343	1	38209033	38214806	5773	ENSG00000237290
LINC01685	1	38474824	38516520	41696	ENSG00000238063
ENSG00000284632	1	38754215	38815979	61764	ENSG00000284632
RRAGC	1	38838197	38859772	21575	ENSG00000116954
RRAGC-DT	1	38859911	38965038	105127	ENSG00000228436
MYCBP	1	38862492	38873368	10876	ENSG00000214114
GJA9	1	38874068	38881587	7519	ENSG00000131233
RHBDL2	1	38885806	38941830	56024	ENSG00000158315
AKIRIN1	1	38991275	39006059	14784	ENSG00000174574
NDUFS5	1	39026317	39034636	8319	ENSG00000168653
MACF1	1	39081315	39487177	405862	ENSG00000127603
ENSG00000287422	1	39226669	39238620	11951	ENSG00000287422
ENSG00000226438	1	39249837	39257649	7812	ENSG00000226438
